gourd_type,variety_name,season,avg_temperature,avg_humidity,avg_rainfall_mm,soil_moisture,fertilizer_type,fertilizer_frequency,plant_health_score,successful_pollinations,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
bitter_gourd,ampalaya_oblong,wet,26.3,77.4,14.4,62.9,chemical,biweekly,5,14,40,14,0.19,2.66
sponge_gourd,patola,wet,30.9,89.8,21.1,59.2,none,monthly,2,5,53,5,0.65,3.25
bitter_gourd,ampalaya_bilog,wet,31.8,83.3,29.8,76.7,chemical,monthly,3,6,50,6,0.33,1.98
cucumber,pipino_japanese,dry,33.0,71.5,8.5,70.9,organic,weekly,3,8,35,8,0.4,3.2
cucumber,pipino,dry,30.5,69.3,4.0,62.2,chemical,monthly,5,16,37,16,0.21,3.36
bitter_gourd,ampalaya_oblong,dry,30.1,68.9,2.8,56.1,chemical,monthly,4,14,49,14,0.38,5.32
cucumber,pipino_native,wet,26.3,74.5,14.8,66.7,chemical,none,4,15,35,15,0.27,4.05
sponge_gourd,patola_smooth,wet,29.4,74.3,16.1,65.6,mixed,none,5,20,46,20,0.65,13.0
bitter_gourd,ampalaya_hybrid,dry,28.8,65.8,4.1,70.9,none,weekly,3,8,48,8,0.33,2.64
sponge_gourd,patola_ridged,dry,30.1,68.3,8.9,64.1,none,none,3,5,47,5,0.8,4.0
sponge_gourd,patola_smooth,dry,24.1,56.1,0.9,50.9,chemical,weekly,4,10,45,10,0.64,6.4
bottle_gourd,upo_long,wet,26.1,89.4,12.4,79.2,chemical,biweekly,4,14,62,14,1.8,25.2
bottle_gourd,upo_long,dry,25.4,55.1,7.3,65.8,chemical,monthly,4,12,51,12,1.47,17.64
cucumber,pipino_japanese,dry,24.2,68.1,7.0,62.1,chemical,weekly,4,6,41,6,0.37,2.22
cucumber,pipino_japanese,wet,28.1,80.8,11.0,77.4,none,monthly,5,12,35,12,0.19,2.28
bitter_gourd,ampalaya_bilog,wet,26.4,88.1,29.8,57.9,chemical,weekly,4,13,51,13,0.25,3.25
bitter_gourd,ampalaya_hybrid,dry,25.2,71.2,0.0,56.9,mixed,weekly,4,20,50,20,0.31,6.2
cucumber,pipino_japanese,wet,27.0,85.2,19.0,54.7,organic,biweekly,3,15,33,15,0.28,4.2
cucumber,pipino,dry,30.9,57.3,0.5,72.8,chemical,none,4,7,36,7,0.32,2.24
cucumber,pipino,dry,29.8,64.8,5.8,66.5,chemical,weekly,3,11,38,11,0.22,2.42
bitter_gourd,ampalaya_hybrid,dry,30.6,64.2,9.9,73.8,mixed,biweekly,4,16,41,16,0.36,5.76
sponge_gourd,patola_ridged,wet,26.4,89.2,10.9,76.1,mixed,biweekly,4,19,47,19,0.68,12.92
cucumber,pipino_japanese,wet,26.5,79.5,11.3,59.2,mixed,weekly,5,19,30,19,0.17,3.23
cucumber,pipino_native,dry,30.7,59.9,9.6,75.2,none,biweekly,3,9,45,9,0.19,1.71
bitter_gourd,ampalaya_hybrid,dry,31.0,67.7,5.7,74.4,chemical,weekly,4,16,45,16,0.22,3.52
sponge_gourd,patola_smooth,dry,29.3,64.3,1.2,74.4,organic,monthly,4,16,47,16,0.6,9.6
bitter_gourd,ampalaya_hybrid,dry,26.2,74.1,4.8,67.1,mixed,monthly,4,16,51,16,0.35,5.6
cucumber,pipino_native,dry,24.1,73.2,9.6,61.9,chemical,none,3,15,36,15,0.28,4.2
bitter_gourd,ampalaya_bilog,wet,27.3,77.3,12.6,54.4,mixed,none,4,12,47,12,0.44,5.28
bottle_gourd,upo_long,dry,26.3,59.1,5.5,56.5,mixed,biweekly,3,13,59,13,3.26,42.38
sponge_gourd,patola,wet,30.4,81.1,19.0,78.0,none,biweekly,3,6,49,6,0.71,4.26
bitter_gourd,ampalaya_bilog,wet,30.9,82.0,23.4,59.4,none,none,4,13,50,13,0.34,4.42
bottle_gourd,upo_long,dry,32.9,62.6,6.2,73.4,chemical,weekly,4,11,56,11,3.22,35.42
sponge_gourd,patola_smooth,dry,32.3,58.9,1.5,50.1,chemical,monthly,3,6,46,6,0.59,3.54
bitter_gourd,ampalaya_oblong,wet,29.8,81.7,27.3,70.0,organic,weekly,4,19,45,19,0.16,3.04
sponge_gourd,patola,wet,27.0,85.2,12.6,59.6,none,biweekly,4,8,45,8,0.61,4.88
sponge_gourd,patola_ridged,wet,32.0,79.0,29.2,62.8,mixed,weekly,4,21,46,21,0.49,10.29
cucumber,pipino,dry,29.4,72.6,7.8,58.9,chemical,biweekly,4,10,35,10,0.25,2.5
cucumber,pipino_japanese,wet,27.5,73.9,28.9,61.6,chemical,monthly,4,12,39,12,0.37,4.44
bitter_gourd,ampalaya_bilog,wet,29.5,86.2,27.4,69.0,mixed,weekly,4,15,46,15,0.4,6.0
bottle_gourd,upo_round,wet,30.9,79.6,15.3,66.0,mixed,biweekly,4,12,58,12,2.41,28.92
bitter_gourd,ampalaya_oblong,wet,28.3,81.0,29.3,60.0,none,weekly,4,12,49,12,0.18,2.16
bitter_gourd,ampalaya_hybrid,wet,29.6,74.7,28.1,69.9,none,weekly,4,15,49,15,0.23,3.45
cucumber,pipino_native,wet,30.8,86.1,12.2,77.8,mixed,monthly,4,8,38,8,0.27,2.16
sponge_gourd,patola_ridged,wet,30.5,84.3,27.4,71.0,organic,weekly,3,11,50,11,0.49,5.39
sponge_gourd,patola_ridged,wet,28.5,83.7,18.5,74.8,organic,biweekly,3,13,51,13,0.48,6.24
sponge_gourd,patola,dry,33.0,65.5,1.5,77.2,chemical,weekly,4,7,44,7,0.34,2.38
sponge_gourd,patola,wet,27.6,89.8,21.7,52.3,chemical,monthly,4,9,46,9,0.56,5.04
bottle_gourd,upo_smooth,dry,24.6,55.9,3.4,70.1,organic,none,4,19,54,19,3.26,61.94
bottle_gourd,upo_smooth,dry,34.3,55.7,4.4,76.8,mixed,monthly,4,15,55,15,3.36,50.4
cucumber,pipino_japanese,dry,27.6,72.9,8.5,76.7,mixed,monthly,4,16,49,16,0.21,3.36
sponge_gourd,patola_smooth,wet,27.9,89.2,11.1,52.1,chemical,none,2,2,49,2,0.79,1.58
sponge_gourd,patola_smooth,dry,34.2,57.3,0.5,54.2,organic,monthly,4,16,44,16,0.68,10.88
cucumber,pipino,wet,30.0,71.5,20.1,66.4,organic,biweekly,5,20,35,20,0.32,6.4
sponge_gourd,patola_ridged,dry,34.6,66.4,3.0,77.8,organic,monthly,4,15,46,15,0.68,10.2
cucumber,pipino,dry,34.1,73.6,6.6,75.1,organic,biweekly,3,9,34,9,0.37,3.33
cucumber,pipino_japanese,dry,25.3,67.9,2.1,75.7,mixed,monthly,4,11,36,11,0.27,2.97
bitter_gourd,ampalaya_hybrid,dry,25.7,67.3,2.7,51.4,mixed,biweekly,4,11,48,11,0.28,3.08
sponge_gourd,patola_ridged,wet,30.0,85.8,22.9,54.2,organic,biweekly,4,10,47,10,0.46,4.6
cucumber,pipino,wet,31.6,77.7,12.7,67.4,chemical,biweekly,4,16,35,16,0.35,5.6
sponge_gourd,patola_smooth,dry,27.9,73.5,7.3,70.2,chemical,monthly,4,13,43,13,0.48,6.24
bitter_gourd,ampalaya_hybrid,wet,31.6,73.5,15.6,51.8,organic,none,4,16,49,16,0.24,3.84
sponge_gourd,patola_ridged,dry,34.3,57.1,6.5,69.3,chemical,none,3,12,51,12,0.37,4.44
bitter_gourd,ampalaya_oblong,wet,27.7,74.6,12.2,75.1,organic,biweekly,5,20,51,20,0.44,8.8
bottle_gourd,upo_round,dry,26.2,66.5,6.6,68.7,organic,weekly,5,18,53,18,1.96,35.28
cucumber,pipino,wet,31.3,82.6,15.8,58.8,organic,biweekly,3,6,39,6,0.22,1.32
cucumber,pipino_japanese,dry,33.9,55.6,9.7,56.4,chemical,monthly,4,17,36,17,0.31,5.27
cucumber,pipino_japanese,wet,29.6,75.1,12.1,70.7,organic,none,4,16,38,16,0.34,5.44
cucumber,pipino_native,dry,27.1,63.7,2.5,53.2,chemical,monthly,3,3,38,3,0.27,0.81
bitter_gourd,ampalaya_bilog,dry,28.9,63.5,4.3,77.6,chemical,none,3,16,47,16,0.28,4.48
cucumber,pipino,dry,31.3,60.5,4.4,51.7,none,none,4,10,43,10,0.27,2.7
cucumber,pipino_japanese,wet,29.6,78.7,26.1,77.9,chemical,none,3,9,39,9,0.24,2.16
bitter_gourd,ampalaya_oblong,dry,27.9,67.8,2.6,57.7,chemical,weekly,4,18,46,18,0.47,8.46
bitter_gourd,ampalaya_hybrid,dry,30.7,73.6,3.8,57.2,mixed,monthly,4,12,44,12,0.45,5.4
cucumber,pipino,dry,33.3,56.9,8.7,64.6,none,monthly,3,9,40,9,0.22,1.98
sponge_gourd,patola,dry,27.1,73.9,9.3,56.1,chemical,none,4,14,54,14,0.57,7.98
cucumber,pipino,wet,26.9,78.3,25.9,60.9,none,none,4,10,30,10,0.38,3.8
bitter_gourd,ampalaya_hybrid,wet,30.1,78.5,21.3,64.3,none,monthly,4,11,48,11,0.22,2.42
sponge_gourd,patola_smooth,wet,28.8,73.7,16.7,52.5,chemical,weekly,4,9,43,9,0.68,6.12
sponge_gourd,patola_ridged,wet,27.3,81.9,28.0,78.2,organic,weekly,4,19,44,19,0.43,8.17
cucumber,pipino,wet,29.6,81.4,13.0,54.8,mixed,biweekly,5,17,35,17,0.36,6.12
bitter_gourd,ampalaya_bilog,dry,25.9,72.3,3.6,70.2,mixed,weekly,4,19,47,19,0.36,6.84
sponge_gourd,patola_ridged,wet,30.2,77.5,19.2,70.2,organic,weekly,4,10,44,10,0.43,4.3
cucumber,pipino_native,dry,24.6,58.9,6.0,66.6,mixed,weekly,4,15,41,15,0.29,4.35
sponge_gourd,patola,dry,31.5,60.4,9.1,50.0,mixed,biweekly,4,12,48,12,0.55,6.6
cucumber,pipino,dry,25.3,68.5,3.5,59.0,none,monthly,4,14,38,14,0.18,2.52
cucumber,pipino_japanese,wet,27.1,77.3,17.2,65.9,mixed,monthly,4,17,31,17,0.22,3.74
bottle_gourd,upo_long,dry,31.4,55.8,5.9,61.5,organic,monthly,4,18,59,18,2.73,49.14
sponge_gourd,patola,wet,26.7,76.3,12.0,71.5,mixed,biweekly,4,16,48,16,0.42,6.72
bitter_gourd,ampalaya_bilog,wet,27.4,88.1,24.9,70.9,none,biweekly,4,12,48,12,0.2,2.4
sponge_gourd,patola_ridged,dry,29.0,71.0,5.6,57.0,none,biweekly,3,10,42,10,0.51,5.1
bottle_gourd,upo_round,dry,30.7,62.1,7.3,77.0,mixed,weekly,4,17,56,17,1.68,28.56
sponge_gourd,patola,wet,28.0,78.8,16.5,65.6,chemical,weekly,4,11,44,11,0.58,6.38
cucumber,pipino_japanese,wet,31.9,74.0,17.4,70.9,organic,monthly,4,18,38,18,0.36,6.48
bottle_gourd,upo_round,dry,28.5,60.7,0.8,58.8,organic,biweekly,5,18,50,18,2.76,49.68
sponge_gourd,patola,wet,30.6,70.2,22.2,55.2,chemical,weekly,3,12,46,12,0.34,4.08
bottle_gourd,upo_smooth,wet,30.3,77.5,16.5,51.3,mixed,none,4,15,55,15,1.83,27.45
sponge_gourd,patola_ridged,wet,29.9,86.7,19.0,70.7,none,monthly,3,5,54,5,0.42,2.1
sponge_gourd,patola,wet,28.2,70.5,12.5,78.0,organic,biweekly,4,23,42,23,0.72,16.56
sponge_gourd,patola_ridged,wet,27.2,88.8,11.7,73.9,organic,monthly,3,5,43,5,0.69,3.45
bitter_gourd,ampalaya_hybrid,wet,29.0,76.6,24.9,56.3,none,monthly,3,14,54,14,0.18,2.52
cucumber,pipino,wet,27.9,80.8,20.8,79.6,mixed,biweekly,4,9,36,9,0.21,1.89
cucumber,pipino_native,wet,31.7,83.0,15.3,73.3,mixed,none,3,14,37,14,0.28,3.92
cucumber,pipino_japanese,dry,29.3,58.3,7.3,62.2,mixed,monthly,5,19,43,19,0.18,3.42
cucumber,pipino,dry,34.3,59.6,3.3,55.8,mixed,biweekly,4,15,38,15,0.36,5.4
bitter_gourd,ampalaya_bilog,wet,31.1,73.3,21.0,76.2,chemical,monthly,4,15,46,15,0.2,3.0
bitter_gourd,ampalaya_hybrid,dry,25.8,66.5,4.6,72.5,organic,weekly,5,18,46,18,0.29,5.22
sponge_gourd,patola_ridged,dry,31.9,59.4,8.2,79.1,none,biweekly,3,7,49,7,0.35,2.45
sponge_gourd,patola_smooth,dry,27.2,57.2,2.5,57.2,none,biweekly,4,11,46,11,0.79,8.69
bottle_gourd,upo_round,dry,27.3,61.8,7.6,52.4,chemical,weekly,4,16,53,16,1.73,27.68
sponge_gourd,patola,wet,31.7,71.5,10.5,53.3,chemical,biweekly,3,12,49,12,0.44,5.28
sponge_gourd,patola_ridged,dry,27.8,67.4,6.0,71.8,mixed,none,4,17,44,17,0.76,12.92
cucumber,pipino_native,wet,27.0,71.2,16.4,79.7,mixed,monthly,5,15,38,15,0.22,3.3
bitter_gourd,ampalaya_oblong,dry,26.5,69.8,4.6,69.6,none,none,3,9,50,9,0.25,2.25
cucumber,pipino_japanese,dry,29.8,66.6,9.2,76.6,organic,weekly,4,19,39,19,0.3,5.7
bottle_gourd,upo_smooth,dry,32.4,64.4,5.9,76.9,organic,none,5,13,46,13,3.25,42.25
sponge_gourd,patola_smooth,dry,33.8,59.8,9.5,56.1,mixed,monthly,5,15,45,15,0.41,6.15
cucumber,pipino_native,dry,33.9,73.5,3.1,56.9,none,none,4,9,40,9,0.18,1.62
cucumber,pipino_japanese,wet,28.4,78.7,12.5,77.5,none,biweekly,3,3,44,3,0.36,1.08
bitter_gourd,ampalaya_bilog,dry,34.6,57.3,2.5,52.0,mixed,none,4,17,53,17,0.42,7.14
sponge_gourd,patola_ridged,wet,26.8,78.1,18.4,61.2,organic,weekly,3,12,48,12,0.67,8.04
sponge_gourd,patola_ridged,dry,27.9,70.3,8.7,63.0,mixed,none,3,14,43,14,0.39,5.46
cucumber,pipino,wet,30.8,86.3,25.3,74.2,organic,biweekly,4,10,36,10,0.29,2.9
bitter_gourd,ampalaya_bilog,dry,34.2,62.0,5.9,68.5,chemical,monthly,4,9,52,9,0.22,1.98
sponge_gourd,patola,dry,29.7,58.0,2.7,57.6,none,none,4,10,49,10,0.4,4.0
cucumber,pipino_native,dry,29.0,59.7,1.8,76.4,organic,monthly,4,18,32,18,0.4,7.2
cucumber,pipino_native,wet,28.9,74.5,28.2,60.9,chemical,none,4,14,39,14,0.24,3.36
bitter_gourd,ampalaya_oblong,dry,25.3,65.2,2.1,61.5,organic,weekly,4,14,47,14,0.24,3.36
sponge_gourd,patola_ridged,wet,27.0,80.7,25.4,58.5,organic,weekly,4,16,43,16,0.65,10.4
cucumber,pipino,dry,29.2,64.7,6.4,54.1,organic,weekly,4,17,39,17,0.22,3.74
bitter_gourd,ampalaya_bilog,dry,25.0,71.9,0.5,57.0,organic,biweekly,4,20,50,20,0.47,9.4
sponge_gourd,patola_ridged,dry,35.0,61.5,3.9,70.8,mixed,weekly,4,15,45,15,0.63,9.45
sponge_gourd,patola_ridged,wet,27.1,88.6,18.7,65.1,organic,biweekly,3,10,48,10,0.72,7.2
bottle_gourd,upo_long,dry,31.7,59.4,4.2,53.9,none,monthly,4,9,54,9,3.31,29.79
bitter_gourd,ampalaya_bilog,wet,31.0,70.4,10.5,67.2,none,monthly,2,4,49,4,0.39,1.56
bitter_gourd,ampalaya_bilog,wet,30.1,84.3,26.8,64.4,chemical,biweekly,4,11,45,11,0.15,1.65
cucumber,pipino_japanese,dry,32.4,59.9,3.8,70.6,none,monthly,3,10,40,10,0.19,1.9
sponge_gourd,patola,wet,29.3,85.7,12.6,71.7,mixed,biweekly,5,21,46,21,0.46,9.66
bitter_gourd,ampalaya_bilog,dry,25.0,64.5,8.5,52.5,none,monthly,3,7,45,7,0.22,1.54
bottle_gourd,upo_smooth,dry,32.2,73.5,6.4,57.2,organic,biweekly,4,18,55,18,1.03,18.54
sponge_gourd,patola_ridged,wet,30.4,89.9,27.3,77.5,none,weekly,3,10,48,10,0.54,5.4
bitter_gourd,ampalaya_bilog,wet,26.3,87.1,21.2,79.0,mixed,weekly,4,18,47,18,0.24,4.32
cucumber,pipino_native,wet,26.6,78.9,11.6,60.5,none,monthly,4,12,39,12,0.24,2.88
sponge_gourd,patola,dry,31.9,57.4,1.5,67.0,none,none,3,8,49,8,0.68,5.44
cucumber,pipino,dry,25.9,60.0,0.7,61.6,none,monthly,3,11,36,11,0.18,1.98
cucumber,pipino_japanese,dry,28.5,59.0,4.8,54.3,mixed,none,5,13,35,13,0.33,4.29
bottle_gourd,upo_long,dry,32.8,58.4,4.1,71.9,mixed,monthly,4,14,56,14,3.03,42.42
cucumber,pipino_japanese,wet,26.9,75.4,18.2,60.9,organic,weekly,4,22,37,22,0.26,5.72
cucumber,pipino_japanese,dry,27.4,71.7,9.0,68.7,chemical,none,2,2,37,2,0.2,0.4
bitter_gourd,ampalaya_oblong,wet,29.5,77.6,24.7,52.4,none,weekly,4,11,46,11,0.26,2.86
bitter_gourd,ampalaya_hybrid,dry,26.0,72.9,5.8,63.8,none,none,4,6,46,6,0.29,1.74
bitter_gourd,ampalaya_hybrid,dry,33.2,57.8,4.0,67.1,chemical,monthly,4,10,49,10,0.24,2.4
cucumber,pipino_native,wet,29.4,88.9,24.6,78.2,mixed,monthly,4,10,38,10,0.22,2.2
sponge_gourd,patola_smooth,dry,31.2,55.1,0.8,56.4,chemical,none,4,14,50,14,0.55,7.7
sponge_gourd,patola_smooth,dry,27.8,59.5,1.6,67.6,organic,none,3,15,48,15,0.57,8.55
sponge_gourd,patola_smooth,wet,28.0,81.5,25.1,78.9,chemical,none,3,12,48,12,0.61,7.32
bitter_gourd,ampalaya_oblong,wet,30.4,73.6,16.9,63.2,none,none,3,12,52,12,0.27,3.24
bitter_gourd,ampalaya_oblong,wet,26.8,77.8,14.9,65.5,chemical,weekly,4,11,44,11,0.36,3.96
sponge_gourd,patola,wet,27.2,89.0,14.4,75.7,none,none,4,10,44,10,0.7,7.0
sponge_gourd,patola,wet,31.5,76.3,16.6,56.0,chemical,weekly,5,16,46,16,0.5,8.0
cucumber,pipino_native,wet,27.9,89.0,16.9,63.3,none,biweekly,3,5,40,5,0.39,1.95
bitter_gourd,ampalaya_hybrid,wet,31.0,75.5,18.7,79.5,organic,monthly,5,21,49,21,0.38,7.98
sponge_gourd,patola,dry,24.2,55.9,8.9,74.1,organic,weekly,4,16,47,16,0.45,7.2
cucumber,pipino,dry,31.9,62.3,9.8,66.0,mixed,weekly,4,12,40,12,0.25,3.0
bitter_gourd,ampalaya_bilog,dry,26.3,64.3,1.2,55.3,organic,biweekly,4,15,50,15,0.43,6.45
bitter_gourd,ampalaya_bilog,wet,27.9,73.1,14.9,69.3,organic,weekly,4,15,52,15,0.29,4.35
cucumber,pipino_native,wet,27.2,85.7,15.9,55.3,none,biweekly,4,12,36,12,0.15,1.8
bottle_gourd,upo_smooth,dry,33.4,56.3,6.2,66.4,chemical,monthly,3,6,58,6,3.29,19.74
bottle_gourd,upo_round,wet,29.1,77.0,22.1,74.9,organic,biweekly,4,16,51,16,2.13,34.08
sponge_gourd,patola,dry,34.4,65.5,2.1,61.4,none,monthly,4,12,45,12,0.61,7.32
cucumber,pipino_japanese,wet,26.9,70.8,25.8,64.6,mixed,monthly,4,19,42,19,0.33,6.27
bottle_gourd,upo_long,wet,30.6,85.8,25.5,78.0,mixed,monthly,5,16,55,16,3.28,52.48
sponge_gourd,patola,wet,29.9,80.6,11.5,73.6,mixed,biweekly,4,15,52,15,0.34,5.1
bottle_gourd,upo_long,wet,26.1,85.7,29.0,60.8,chemical,none,4,15,62,15,2.52,37.8
sponge_gourd,patola,dry,28.9,58.6,1.2,68.3,mixed,weekly,3,12,45,12,0.41,4.92
cucumber,pipino,dry,29.8,55.6,5.6,65.4,none,none,5,13,38,13,0.32,4.16
bitter_gourd,ampalaya_hybrid,wet,31.6,73.8,24.4,62.0,organic,biweekly,4,17,46,17,0.44,7.48
cucumber,pipino_japanese,dry,28.8,65.9,9.3,59.7,chemical,biweekly,3,13,39,13,0.32,4.16
cucumber,pipino,dry,25.2,65.0,2.5,54.1,chemical,biweekly,4,15,35,15,0.37,5.55
cucumber,pipino_native,wet,29.8,88.5,29.6,65.6,none,biweekly,3,4,43,4,0.31,1.24
bitter_gourd,ampalaya_hybrid,dry,34.5,60.6,8.4,58.3,mixed,monthly,3,10,55,10,0.46,4.6
bitter_gourd,ampalaya_bilog,dry,31.5,56.7,4.3,72.4,organic,none,4,11,45,11,0.38,4.18
cucumber,pipino,wet,31.7,82.6,29.0,61.3,organic,none,3,11,38,11,0.17,1.87
sponge_gourd,patola_ridged,dry,26.9,72.6,4.2,56.7,chemical,none,3,7,45,7,0.56,3.92
sponge_gourd,patola,wet,28.7,83.9,25.3,60.4,mixed,biweekly,4,19,44,19,0.35,6.65
bottle_gourd,upo_long,dry,26.2,69.9,6.2,53.2,mixed,none,4,17,57,17,1.1,18.7
bitter_gourd,ampalaya_hybrid,wet,27.1,72.2,29.6,70.7,chemical,monthly,3,10,52,10,0.15,1.5
bitter_gourd,ampalaya_bilog,dry,33.2,62.8,1.5,52.6,chemical,monthly,4,15,45,15,0.32,4.8
cucumber,pipino_native,wet,28.0,70.6,24.3,76.7,none,none,3,10,45,10,0.33,3.3
bitter_gourd,ampalaya_hybrid,dry,31.2,67.2,9.3,52.4,chemical,weekly,3,7,51,7,0.28,1.96
cucumber,pipino,wet,29.4,84.4,24.6,52.4,mixed,biweekly,4,12,42,12,0.39,4.68
cucumber,pipino,wet,28.2,89.5,10.4,56.9,mixed,none,4,19,41,19,0.18,3.42
cucumber,pipino,wet,27.8,81.7,17.8,68.9,chemical,weekly,4,10,33,10,0.18,1.8
bitter_gourd,ampalaya_oblong,wet,30.9,80.5,21.3,60.6,chemical,biweekly,3,8,52,8,0.41,3.28
cucumber,pipino_native,wet,28.9,83.1,20.8,57.0,mixed,monthly,4,17,38,17,0.29,4.93
cucumber,pipino_japanese,wet,28.6,90.0,29.6,64.9,none,weekly,4,12,42,12,0.32,3.84
bitter_gourd,ampalaya_bilog,dry,24.7,61.7,5.0,53.6,organic,none,5,18,40,18,0.42,7.56
cucumber,pipino,dry,34.0,63.1,4.1,69.1,mixed,biweekly,3,2,38,2,0.38,0.76
cucumber,pipino,dry,27.7,65.7,5.8,53.0,chemical,none,4,10,37,10,0.2,2.0
bottle_gourd,upo_round,wet,29.4,85.2,29.2,55.3,mixed,biweekly,4,18,56,18,2.96,53.28
sponge_gourd,patola_ridged,wet,28.5,81.1,22.6,64.4,mixed,weekly,4,17,45,17,0.33,5.61
sponge_gourd,patola,dry,24.7,62.9,5.3,77.9,none,biweekly,3,7,47,7,0.68,4.76
bitter_gourd,ampalaya_hybrid,wet,28.4,79.9,11.1,56.8,none,biweekly,3,5,48,5,0.24,1.2
bitter_gourd,ampalaya_hybrid,wet,27.8,74.7,28.4,70.3,none,none,4,11,48,11,0.39,4.29
bitter_gourd,ampalaya_hybrid,wet,30.3,73.2,18.1,67.8,chemical,none,2,9,51,9,0.34,3.06
sponge_gourd,patola_smooth,dry,30.9,68.1,3.8,51.5,chemical,weekly,3,6,44,6,0.69,4.14
bitter_gourd,ampalaya_bilog,wet,30.1,75.3,27.7,65.6,organic,none,4,18,46,18,0.36,6.48
bitter_gourd,ampalaya_hybrid,dry,33.1,57.1,6.0,67.8,chemical,monthly,3,8,48,8,0.36,2.88
cucumber,pipino,dry,32.1,60.7,4.4,55.0,none,none,4,7,38,7,0.28,1.96
bitter_gourd,ampalaya_bilog,wet,29.7,78.3,13.7,60.5,none,biweekly,4,11,50,11,0.16,1.76
sponge_gourd,patola,wet,30.6,72.2,10.3,61.7,mixed,biweekly,4,15,39,15,0.58,8.7
cucumber,pipino_native,wet,26.5,80.2,11.5,75.3,mixed,biweekly,4,20,40,20,0.32,6.4
bottle_gourd,upo_round,wet,30.8,85.7,22.6,76.1,none,monthly,4,6,57,6,1.68,10.08
sponge_gourd,patola_ridged,wet,30.6,84.2,13.9,70.7,organic,biweekly,5,14,42,14,0.41,5.74
sponge_gourd,patola,wet,30.0,81.0,11.4,67.9,none,monthly,4,14,43,14,0.69,9.66
cucumber,pipino_japanese,dry,31.6,68.8,9.9,50.9,none,none,3,9,41,9,0.2,1.8
sponge_gourd,patola,dry,24.9,59.9,6.9,73.7,organic,weekly,4,14,50,14,0.31,4.34
cucumber,pipino_native,wet,30.8,74.4,15.9,58.6,chemical,weekly,4,16,38,16,0.32,5.12
bottle_gourd,upo_long,wet,28.5,86.0,13.7,70.7,mixed,weekly,4,11,54,11,1.74,19.14
bottle_gourd,upo_smooth,wet,27.8,82.9,14.3,70.0,organic,none,4,17,62,17,2.4,40.8
bitter_gourd,ampalaya_oblong,wet,30.4,86.7,15.4,66.9,organic,monthly,4,13,51,13,0.27,3.51
sponge_gourd,patola,dry,33.7,65.6,4.8,70.4,none,weekly,3,13,42,13,0.6,7.8
cucumber,pipino_japanese,dry,34.1,72.6,2.4,59.4,chemical,weekly,4,14,35,14,0.27,3.78
sponge_gourd,patola_smooth,wet,26.2,70.6,27.2,68.7,mixed,none,4,13,44,13,0.57,7.41
bottle_gourd,upo_long,dry,31.0,55.5,4.8,54.8,mixed,monthly,5,16,57,16,1.18,18.88
sponge_gourd,patola,dry,34.0,64.9,6.1,67.3,chemical,monthly,3,6,46,6,0.67,4.02
bitter_gourd,ampalaya_oblong,dry,32.8,68.3,6.5,59.8,chemical,monthly,3,11,50,11,0.35,3.85
cucumber,pipino,wet,27.4,87.7,18.9,52.0,mixed,biweekly,3,15,35,15,0.27,4.05
sponge_gourd,patola,wet,26.1,79.1,12.2,75.5,mixed,monthly,4,14,48,14,0.57,7.98
sponge_gourd,patola,dry,28.8,64.5,6.2,59.5,mixed,none,5,14,45,14,0.31,4.34
bitter_gourd,ampalaya_bilog,dry,34.4,70.5,6.2,51.4,chemical,none,4,18,51,18,0.23,4.14
cucumber,pipino_japanese,dry,34.8,71.0,6.5,58.1,organic,monthly,4,15,45,15,0.19,2.85
sponge_gourd,patola,wet,30.6,85.5,28.8,76.9,mixed,weekly,4,16,48,16,0.73,11.68
sponge_gourd,patola_ridged,wet,27.7,86.7,29.9,75.6,organic,none,5,11,44,11,0.47,5.17
cucumber,pipino,wet,29.9,72.1,21.6,67.8,chemical,biweekly,3,10,36,10,0.18,1.8
bitter_gourd,ampalaya_oblong,wet,30.6,72.9,15.4,51.1,none,biweekly,4,10,48,10,0.33,3.3
cucumber,pipino,wet,28.5,79.3,20.4,62.1,organic,weekly,3,6,39,6,0.32,1.92
cucumber,pipino,wet,28.7,84.1,19.3,79.2,chemical,none,4,6,34,6,0.33,1.98
sponge_gourd,patola,dry,30.1,58.4,1.9,59.3,mixed,none,3,12,41,12,0.34,4.08
cucumber,pipino_japanese,dry,33.0,68.2,0.0,60.3,mixed,weekly,4,12,39,12,0.24,2.88
bottle_gourd,upo_smooth,wet,28.4,88.9,11.8,70.4,none,weekly,4,9,52,9,1.9,17.1
bitter_gourd,ampalaya_bilog,dry,31.3,73.7,8.6,63.5,mixed,none,4,11,44,11,0.18,1.98
sponge_gourd,patola_smooth,dry,27.5,55.5,0.6,55.3,organic,biweekly,5,20,41,20,0.36,7.2
cucumber,pipino_japanese,wet,30.7,85.9,18.6,54.6,organic,weekly,4,12,37,12,0.21,2.52
bitter_gourd,ampalaya_oblong,wet,30.6,74.6,14.1,50.5,mixed,none,4,13,40,13,0.39,5.07
cucumber,pipino_japanese,dry,32.2,62.8,8.8,66.4,organic,monthly,4,12,38,12,0.23,2.76
sponge_gourd,patola_ridged,wet,28.4,70.4,12.9,58.2,mixed,none,4,9,46,9,0.72,6.48
sponge_gourd,patola_smooth,wet,29.1,85.6,17.4,71.0,mixed,monthly,4,15,51,15,0.53,7.95
