gourd_type,variety_name,season,avg_temperature,avg_humidity,sunlight_hours,soil_moisture,fertilizer_type,plant_health_score,vine_length_cm,leaf_count,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate
squash,kalabasa_hybrid,wet,27.1,83.2,5.7,70.2,organic,3,535.6,100,86,23,1,20,10,0.503
sponge_gourd,patola_ridged,wet,29.2,77.9,4.8,51.4,organic,3,434.6,64,82,30,1,26,16,0.642
cucumber,pipino_japanese,dry,31.8,64.9,7.0,61.5,organic,4,128.7,17,11,7,1,3,1,0.548
sponge_gourd,patola_ridged,dry,24.1,59.1,8.2,50.1,organic,5,471.6,81,77,30,1,30,16,0.56
bitter_gourd,ampalaya_oblong,wet,27.2,80.6,6.4,61.0,none,3,392.3,71,44,14,0,13,6,0.368
bitter_gourd,ampalaya_bilog,wet,28.2,87.4,4.7,64.5,organic,4,364.6,62,34,10,0,8,5,0.569
cucumber,pipino_japanese,wet,27.7,85.1,6.1,53.6,mixed,5,284.5,48,9,4,0,2,1,0.541
squash,kalabasa_hybrid,wet,30.4,84.0,6.3,67.1,chemical,5,936.9,100,59,19,1,15,6,0.546
sponge_gourd,patola,dry,28.5,70.1,9.9,72.2,chemical,3,589.7,100,53,22,1,22,9,0.453
sponge_gourd,patola_ridged,wet,30.7,84.0,4.4,76.7,none,4,477.3,76,50,23,1,19,6,0.376
cucumber,pipino,dry,32.4,73.7,7.4,60.8,organic,4,224.3,36,30,15,0,12,6,0.505
bitter_gourd,ampalaya_hybrid,dry,29.7,65.4,9.4,56.2,none,3,408.4,70,42,13,1,10,7,0.452
squash,kalabasa_native,dry,28.8,70.0,9.3,76.3,chemical,4,420.9,71,19,6,1,3,3,0.527
bottle_gourd,upo_long,dry,26.6,57.0,9.4,66.7,mixed,4,578.9,98,57,21,0,21,11,0.546
bottle_gourd,upo_smooth,dry,29.3,74.9,7.0,62.0,mixed,3,498.9,86,69,25,1,23,12,0.613
bitter_gourd,ampalaya_hybrid,wet,29.6,78.3,5.1,77.6,organic,4,763.1,100,86,30,0,26,15,0.586
cucumber,pipino_native,dry,34.2,74.1,9.6,68.6,mixed,5,528.9,88,66,30,1,30,16,0.564
squash,kalabasa_native,wet,28.5,89.1,5.1,57.1,chemical,3,230.4,39,15,4,0,3,3,0.394
squash,kalabasa_native,dry,24.6,74.1,8.8,50.8,mixed,4,402.1,65,20,7,0,6,4,0.537
bitter_gourd,ampalaya_hybrid,dry,32.5,56.0,9.9,52.1,chemical,3,304.9,59,47,16,1,15,6,0.434
cucumber,pipino_japanese,dry,28.1,59.4,10.0,53.2,chemical,4,320.5,52,39,26,1,23,16,0.59
squash,kalabasa,dry,26.0,68.3,9.8,53.0,chemical,3,745.4,100,55,21,1,17,7,0.453
cucumber,pipino_japanese,wet,30.2,78.4,6.7,70.7,chemical,4,550.2,94,60,30,0,28,11,0.458
sponge_gourd,patola_ridged,wet,29.3,72.0,6.7,77.9,organic,3,271.5,47,20,7,1,6,2,0.592
sponge_gourd,patola_ridged,wet,31.4,85.5,5.0,71.1,none,4,386.3,62,37,17,0,15,7,0.353
cucumber,pipino_japanese,dry,26.3,60.3,8.9,74.5,mixed,5,182.8,34,5,2,1,2,2,0.693
sponge_gourd,patola,wet,28.3,88.3,5.2,67.5,organic,4,216.7,39,16,6,0,2,0,0.515
cucumber,pipino,dry,34.6,74.4,9.0,79.2,mixed,5,770.2,100,74,30,0,30,18,0.541
cucumber,pipino_native,wet,26.7,89.5,4.8,62.1,mixed,4,576.9,92,50,30,0,28,14,0.536
bitter_gourd,ampalaya_hybrid,wet,30.9,70.5,5.6,68.3,chemical,3,233.1,35,27,7,0,6,1,0.452
bottle_gourd,upo_long,wet,31.9,87.1,4.4,75.0,organic,3,217.9,39,17,5,1,5,1,0.433
squash,kalabasa_native,dry,24.4,68.1,7.5,62.0,chemical,4,585.8,94,38,11,1,10,5,0.515
bitter_gourd,ampalaya_oblong,dry,30.7,63.1,8.5,71.0,none,4,524.3,91,61,19,0,16,9,0.426
bottle_gourd,upo_smooth,dry,35.0,68.7,7.1,70.6,organic,5,880.6,100,82,27,0,23,14,0.533
bitter_gourd,ampalaya_hybrid,wet,31.5,78.9,6.2,53.6,mixed,4,751.0,100,109,30,1,28,16,0.558
bitter_gourd,ampalaya_bilog,wet,29.9,73.9,5.7,76.6,chemical,3,181.2,36,3,1,1,1,1,0.475
cucumber,pipino_native,dry,33.5,70.3,9.7,73.3,mixed,5,618.0,99,50,30,0,27,12,0.516
bottle_gourd,upo_long,dry,24.5,60.9,7.8,70.8,chemical,4,734.5,100,77,23,0,19,10,0.447
sponge_gourd,patola_ridged,dry,24.2,72.2,9.3,69.5,none,3,576.6,100,43,17,0,16,4,0.376
bitter_gourd,ampalaya_hybrid,wet,26.6,79.2,4.4,72.4,mixed,4,486.2,89,108,30,0,26,17,0.609
bottle_gourd,upo_round,dry,33.1,55.2,10.0,78.2,chemical,3,714.7,100,66,20,0,19,7,0.45
sponge_gourd,patola,dry,33.3,73.6,8.7,56.5,mixed,3,226.3,48,29,13,0,10,5,0.455
cucumber,pipino_native,dry,30.7,66.7,8.9,75.5,mixed,5,418.2,68,46,30,1,28,18,0.692
sponge_gourd,patola_smooth,dry,27.4,57.6,9.8,59.9,none,4,369.0,54,34,12,1,10,5,0.385
cucumber,pipino,dry,33.7,55.9,8.1,62.7,mixed,4,297.8,49,25,10,1,7,2,0.453
bitter_gourd,ampalaya_oblong,dry,32.9,62.9,9.9,55.8,mixed,3,352.0,56,81,23,0,22,11,0.548
squash,kalabasa,dry,26.1,65.3,7.6,70.2,mixed,4,804.9,100,95,30,0,26,16,0.641
sponge_gourd,patola_smooth,dry,24.8,67.5,9.3,53.7,none,4,600.4,94,85,30,0,27,11,0.334
cucumber,pipino_japanese,dry,34.7,63.5,9.5,72.7,organic,5,407.3,72,40,21,1,19,13,0.663
squash,kalabasa_native,dry,30.4,72.9,8.3,54.6,chemical,4,848.0,100,119,30,1,28,14,0.497
sponge_gourd,patola_smooth,wet,26.4,74.1,4.4,56.4,organic,4,462.2,74,42,16,0,14,7,0.594
cucumber,pipino_japanese,dry,25.8,73.9,7.3,74.6,organic,5,305.9,50,24,12,1,9,7,0.677
sponge_gourd,patola_ridged,wet,28.7,81.4,5.2,55.7,organic,4,238.3,40,19,8,0,4,2,0.651
squash,kalabasa_hybrid,dry,30.5,69.0,7.9,79.7,organic,4,474.6,82,38,14,0,14,7,0.492
bitter_gourd,ampalaya_bilog,dry,26.7,66.6,8.6,66.5,organic,4,506.8,80,83,30,1,27,18,0.648
squash,kalabasa_native,wet,31.1,83.6,4.3,65.5,organic,4,618.8,100,79,20,0,17,10,0.546
sponge_gourd,patola,wet,31.0,77.3,5.8,55.7,mixed,4,434.7,67,55,24,0,23,10,0.479
squash,kalabasa_native,wet,27.3,75.8,6.3,57.6,organic,3,374.8,63,15,5,1,5,3,0.552
squash,kalabasa_native,dry,26.6,74.5,9.7,65.7,chemical,4,852.3,100,91,28,0,27,13,0.5
squash,kalabasa,wet,31.8,89.6,4.6,74.4,organic,4,497.3,83,30,8,0,6,3,0.464
bottle_gourd,upo_long,dry,32.2,59.6,8.4,56.6,chemical,3,693.4,100,59,19,1,15,7,0.47
bottle_gourd,upo_smooth,wet,26.5,73.4,5.2,70.1,mixed,4,338.1,66,2,1,0,1,0,0.547
bitter_gourd,ampalaya_oblong,dry,28.0,70.3,8.2,60.3,mixed,4,625.9,99,105,30,0,30,15,0.523
squash,kalabasa_native,dry,25.1,61.4,7.7,52.2,organic,3,658.8,100,62,18,0,17,8,0.461
cucumber,pipino,dry,29.4,69.2,7.7,61.9,organic,3,352.4,56,61,25,0,24,11,0.467
bottle_gourd,upo_round,dry,24.8,72.0,7.9,55.9,chemical,4,256.9,38,3,1,0,1,0,0.434
squash,kalabasa_native,wet,26.5,74.5,5.0,51.6,chemical,4,479.1,72,26,8,0,4,3,0.473
bitter_gourd,ampalaya_bilog,wet,31.8,72.6,4.9,70.5,organic,3,218.2,33,12,4,1,2,1,0.639
squash,kalabasa_native,wet,29.5,74.6,6.0,59.9,organic,3,534.1,90,35,12,0,12,7,0.543
bottle_gourd,upo_smooth,dry,26.8,60.6,9.8,73.7,chemical,3,282.4,56,15,7,0,4,1,0.349
cucumber,pipino_japanese,dry,25.3,61.9,9.5,80.0,chemical,3,280.2,45,31,20,0,18,8,0.544
bitter_gourd,ampalaya_hybrid,dry,34.8,68.9,9.1,68.4,none,3,250.0,42,25,8,1,4,4,0.42
squash,kalabasa_native,dry,31.3,55.4,10.0,66.4,mixed,4,420.6,62,12,3,0,3,0,0.446
bottle_gourd,upo_long,wet,31.7,80.6,4.8,52.4,mixed,4,470.0,80,7,2,1,1,1,0.446
squash,kalabasa,dry,34.1,71.4,8.9,55.6,chemical,3,564.0,100,69,22,1,20,9,0.469
bottle_gourd,upo_smooth,dry,25.3,55.1,9.1,63.0,chemical,5,1129.0,100,61,30,1,28,14,0.558
bottle_gourd,upo_smooth,dry,33.7,71.1,8.0,76.7,chemical,4,518.9,83,72,22,1,18,11,0.525
cucumber,pipino_native,dry,33.3,69.6,7.5,57.1,chemical,4,429.7,77,50,25,1,22,12,0.471
bitter_gourd,ampalaya_hybrid,dry,28.1,73.3,9.3,63.2,none,3,465.8,67,69,24,0,23,7,0.3
squash,kalabasa_native,wet,29.7,89.9,6.7,67.7,organic,5,1148.6,100,114,30,0,26,17,0.583
squash,kalabasa_hybrid,wet,30.2,78.1,5.3,67.0,chemical,3,731.8,100,76,25,0,25,10,0.494
cucumber,pipino_japanese,dry,34.2,65.3,7.1,52.5,mixed,4,427.5,72,54,26,1,24,12,0.603
sponge_gourd,patola_ridged,wet,26.1,80.8,5.3,79.4,mixed,4,409.4,66,48,21,0,19,10,0.516
squash,kalabasa,wet,30.1,84.0,6.5,70.0,mixed,4,751.7,100,69,27,1,25,15,0.635
bottle_gourd,upo_long,wet,26.2,87.8,7.0,76.0,none,3,261.7,43,2,1,1,1,0,0.3
squash,kalabasa_hybrid,wet,29.3,76.6,5.6,70.5,organic,4,482.2,83,91,24,1,20,13,0.72
cucumber,pipino_native,wet,31.8,79.9,4.6,67.0,mixed,3,118.8,22,17,8,0,8,5,0.498
cucumber,pipino_japanese,wet,26.2,80.0,4.1,52.8,organic,4,258.5,44,36,24,1,22,13,0.67
bitter_gourd,ampalaya_hybrid,dry,29.5,70.5,9.5,57.1,none,4,455.5,72,26,10,0,8,3,0.418
sponge_gourd,patola_ridged,wet,27.4,75.8,4.7,50.3,mixed,4,531.3,88,39,19,0,16,8,0.514
cucumber,pipino_japanese,dry,27.8,67.3,9.8,51.3,organic,5,420.8,73,52,23,1,23,17,0.74
sponge_gourd,patola,dry,34.5,55.4,8.1,67.9,chemical,3,426.3,74,47,17,1,17,5,0.431
cucumber,pipino_japanese,wet,28.5,81.6,4.2,76.9,organic,4,205.4,35,30,14,1,11,7,0.554
bottle_gourd,upo_long,dry,34.8,67.0,8.4,64.3,organic,4,780.4,100,72,30,1,26,14,0.621
bitter_gourd,ampalaya_oblong,wet,32.0,77.4,5.3,79.0,none,3,406.0,63,65,17,1,15,8,0.415
cucumber,pipino,wet,29.7,77.8,4.7,74.7,organic,4,533.2,82,60,28,0,25,13,0.609
sponge_gourd,patola_smooth,wet,30.4,88.2,6.1,55.6,none,4,763.5,100,85,30,0,28,8,0.339
sponge_gourd,patola,wet,27.7,82.6,4.6,75.4,mixed,3,263.4,40,27,10,1,7,4,0.566
cucumber,pipino_native,wet,31.2,87.7,6.8,72.3,mixed,4,404.2,62,59,24,0,21,8,0.457
bitter_gourd,ampalaya_bilog,dry,25.1,64.8,9.1,78.7,organic,4,529.1,88,100,30,1,26,14,0.565
cucumber,pipino_native,dry,30.7,59.6,9.0,53.8,chemical,4,251.4,40,11,7,1,5,3,0.554
bottle_gourd,upo_long,wet,29.2,87.4,4.5,59.5,none,3,365.1,54,18,7,1,6,1,0.374
squash,kalabasa_native,wet,31.7,77.7,6.3,55.5,organic,4,678.9,100,78,22,1,22,16,0.646
sponge_gourd,patola,dry,25.3,73.2,9.4,52.1,mixed,4,414.2,67,24,9,1,9,7,0.559
bitter_gourd,ampalaya_oblong,dry,27.4,65.2,8.4,79.8,none,4,493.7,78,80,21,1,18,10,0.433
sponge_gourd,patola_ridged,dry,34.3,62.1,8.2,62.1,none,4,630.2,100,86,29,1,26,12,0.383
bitter_gourd,ampalaya_oblong,wet,31.1,74.5,6.8,67.9,mixed,4,441.7,78,67,22,1,18,14,0.715
squash,kalabasa_native,wet,29.0,76.5,4.6,78.6,chemical,2,263.5,46,12,3,0,1,0,0.453
squash,kalabasa,wet,26.1,75.5,6.5,62.7,mixed,4,475.6,74,31,10,1,9,5,0.612
bottle_gourd,upo_long,wet,28.5,79.2,6.7,54.2,chemical,4,611.3,100,60,21,1,19,10,0.446
squash,kalabasa,wet,29.9,80.0,4.5,75.6,chemical,4,388.8,69,3,1,0,1,1,0.475
bottle_gourd,upo_smooth,dry,30.2,73.7,9.3,64.4,none,4,706.9,100,60,24,1,24,9,0.422
cucumber,pipino,wet,28.5,79.2,6.5,72.8,chemical,4,396.4,65,37,24,0,20,7,0.441
sponge_gourd,patola,wet,28.4,89.7,4.7,78.4,organic,5,1118.0,100,76,30,1,29,22,0.692
sponge_gourd,patola_ridged,dry,24.9,71.6,9.7,65.1,chemical,3,294.2,51,35,14,0,13,4,0.416
bitter_gourd,ampalaya_hybrid,dry,24.5,72.7,8.7,74.8,none,4,218.5,35,3,1,1,1,1,0.528
sponge_gourd,patola_smooth,wet,29.2,76.4,6.2,50.6,organic,5,449.4,79,69,28,1,28,23,0.738
cucumber,pipino_native,wet,29.7,76.4,4.4,74.8,chemical,4,550.1,98,73,30,0,30,12,0.476
bottle_gourd,upo_long,wet,32.0,70.4,6.3,69.6,chemical,5,602.3,89,61,20,0,18,10,0.488
squash,kalabasa_native,wet,30.4,77.0,5.4,64.2,chemical,3,321.7,61,44,12,0,10,6,0.426
bottle_gourd,upo_round,dry,28.4,69.8,9.9,60.9,mixed,4,1011.3,100,75,30,1,26,19,0.684
sponge_gourd,patola_smooth,wet,27.0,70.3,6.1,55.5,organic,3,276.0,44,19,9,1,7,4,0.681
squash,kalabasa_hybrid,dry,31.5,66.6,10.0,70.5,organic,4,913.6,100,112,30,0,28,12,0.491
bottle_gourd,upo_round,dry,27.0,67.7,9.2,71.7,chemical,4,565.0,93,37,11,1,10,4,0.594
squash,kalabasa,dry,24.0,73.7,7.9,72.2,mixed,4,888.6,100,106,27,1,26,13,0.582
bitter_gourd,ampalaya_bilog,wet,27.2,89.1,5.5,60.5,organic,4,286.4,41,46,12,0,10,4,0.519
cucumber,pipino,dry,30.0,72.1,8.5,62.1,organic,5,141.1,21,5,2,0,1,1,0.608
bitter_gourd,ampalaya_hybrid,wet,26.3,75.4,6.9,79.6,none,4,795.4,100,105,30,1,29,14,0.461
sponge_gourd,patola_smooth,dry,25.4,74.8,8.6,58.5,organic,4,354.1,67,31,12,1,8,3,0.66
bottle_gourd,upo_smooth,wet,28.2,83.0,6.3,62.4,organic,4,349.4,54,3,1,0,1,0,0.622
bitter_gourd,ampalaya_oblong,dry,30.7,60.8,9.7,53.5,mixed,4,332.4,53,67,21,1,18,13,0.62
squash,kalabasa_hybrid,wet,28.1,82.3,5.1,60.8,none,4,1059.5,100,81,30,0,26,7,0.328
bottle_gourd,upo_long,wet,27.1,71.3,4.0,55.0,none,4,760.3,100,43,21,1,21,8,0.468
sponge_gourd,patola,dry,28.1,59.8,9.2,69.5,mixed,4,555.0,95,51,20,1,17,11,0.585
cucumber,pipino_japanese,dry,33.6,63.4,8.3,64.3,chemical,4,348.0,65,60,30,0,27,13,0.51
sponge_gourd,patola,wet,26.9,73.1,6.9,60.0,chemical,4,307.5,45,51,21,1,17,11,0.525
squash,kalabasa_native,wet,31.4,77.1,5.4,61.7,organic,4,542.3,99,120,30,1,26,15,0.634
sponge_gourd,patola_ridged,dry,28.3,62.7,7.6,50.7,chemical,4,528.9,88,44,15,0,12,6,0.443
cucumber,pipino_native,wet,30.6,79.2,6.3,56.8,mixed,3,173.9,32,30,13,1,9,7,0.525
cucumber,pipino_japanese,wet,28.2,80.7,5.5,58.9,mixed,4,597.7,100,51,30,1,30,17,0.52
squash,kalabasa,wet,29.1,73.7,6.1,55.8,mixed,4,1093.1,100,96,29,1,26,15,0.593
bottle_gourd,upo_round,wet,31.0,74.3,4.4,56.3,none,4,754.5,100,58,26,1,24,11,0.429
bitter_gourd,ampalaya_oblong,dry,26.5,56.3,10.0,55.5,chemical,3,212.7,41,46,14,1,10,5,0.497
bottle_gourd,upo_long,dry,34.4,62.3,8.7,65.0,none,4,735.9,100,68,23,0,19,6,0.322
bottle_gourd,upo_round,wet,27.4,75.1,4.5,57.1,organic,4,561.1,86,40,12,0,11,5,0.623
cucumber,pipino_native,dry,32.6,72.1,8.9,59.7,mixed,5,271.4,43,12,5,0,4,1,0.588
cucumber,pipino,dry,25.6,69.2,9.7,79.5,mixed,5,593.1,95,62,30,1,29,16,0.604
bottle_gourd,upo_long,dry,31.5,64.9,8.1,70.5,organic,4,504.5,95,49,16,1,13,9,0.657
bitter_gourd,ampalaya_oblong,wet,29.1,71.9,6.0,58.0,chemical,3,470.6,81,79,30,1,28,15,0.476
squash,kalabasa_hybrid,dry,33.6,64.1,7.9,75.7,mixed,4,573.7,100,97,26,0,25,14,0.481
cucumber,pipino,dry,34.1,65.0,7.2,56.7,organic,4,181.3,30,6,4,1,3,1,0.628
cucumber,pipino_native,dry,26.6,57.2,8.7,52.7,chemical,4,576.8,100,75,30,0,28,15,0.531
bitter_gourd,ampalaya_hybrid,wet,28.6,87.6,4.4,52.3,chemical,3,311.1,55,82,23,1,21,10,0.548
sponge_gourd,patola_ridged,wet,27.3,76.0,4.3,60.8,organic,4,322.7,55,58,21,1,17,10,0.628
bottle_gourd,upo_smooth,wet,27.5,83.7,6.2,67.9,chemical,2,196.7,17,19,7,1,4,1,0.484
bitter_gourd,ampalaya_hybrid,wet,26.6,87.6,4.4,74.8,organic,4,485.6,80,43,14,0,13,6,0.494
squash,kalabasa,wet,29.4,77.1,5.7,76.8,mixed,4,525.3,79,71,18,1,18,12,0.682
squash,kalabasa,dry,31.2,70.9,7.5,57.2,none,4,617.8,100,25,10,0,6,3,0.385
sponge_gourd,patola,dry,28.3,58.2,9.2,64.0,mixed,4,504.1,79,39,16,1,16,8,0.653
bitter_gourd,ampalaya_oblong,wet,28.0,73.2,5.3,54.1,mixed,3,423.9,76,44,15,1,14,10,0.662
squash,kalabasa_native,wet,27.1,80.6,4.4,57.3,organic,5,406.2,56,26,8,1,8,8,0.73
squash,kalabasa,wet,27.5,70.7,5.7,67.8,chemical,3,372.3,59,59,15,1,15,7,0.476
sponge_gourd,patola,wet,31.0,89.2,7.0,69.5,mixed,4,562.4,95,74,28,1,26,12,0.461
bitter_gourd,ampalaya_oblong,wet,28.1,80.8,6.4,61.2,mixed,3,244.5,47,14,5,0,3,0,0.536
bitter_gourd,ampalaya_bilog,wet,31.1,86.7,6.4,59.8,mixed,4,199.8,33,3,1,1,1,1,0.601
bottle_gourd,upo_long,wet,31.2,72.0,5.3,52.9,chemical,3,545.2,94,83,25,1,22,10,0.494
bitter_gourd,ampalaya_hybrid,dry,33.6,63.8,9.0,70.1,chemical,3,446.8,87,49,19,1,19,11,0.463
sponge_gourd,patola,dry,31.5,66.5,7.7,54.0,chemical,3,243.9,39,32,12,0,10,5,0.346
bottle_gourd,upo_long,dry,24.2,59.2,8.7,65.7,chemical,3,473.5,78,69,26,1,26,17,0.56
squash,kalabasa_native,wet,30.0,79.8,4.4,75.6,mixed,5,343.8,59,34,12,0,10,6,0.567
squash,kalabasa,wet,29.7,76.4,6.4,71.7,mixed,4,372.7,58,3,1,1,1,0,0.664
squash,kalabasa_native,dry,25.1,66.0,8.8,54.8,mixed,3,681.7,100,75,26,1,26,16,0.535
cucumber,pipino_native,dry,24.1,60.2,8.0,65.9,organic,4,340.7,63,22,13,0,9,6,0.565
bitter_gourd,ampalaya_oblong,wet,28.8,75.4,5.4,79.8,organic,4,298.4,36,17,6,0,6,4,0.564
cucumber,pipino_native,wet,30.3,89.7,5.0,66.6,mixed,4,470.3,84,57,30,0,30,14,0.406
sponge_gourd,patola_smooth,dry,24.6,69.6,9.0,66.7,chemical,4,365.8,66,6,3,0,2,2,0.313
sponge_gourd,patola_ridged,dry,24.2,67.9,9.3,57.9,mixed,4,192.9,36,2,1,0,1,0,0.623
squash,kalabasa_native,wet,29.0,82.5,6.9,55.4,mixed,5,532.9,83,35,14,0,12,7,0.662
bitter_gourd,ampalaya_bilog,wet,31.6,74.2,5.9,72.6,chemical,4,434.4,73,58,20,1,16,9,0.624
squash,kalabasa_native,wet,26.5,74.3,6.7,51.5,none,4,909.6,100,103,30,0,30,15,0.47
squash,kalabasa_native,dry,31.9,60.3,7.4,75.5,mixed,5,1208.2,100,103,30,0,28,19,0.601
squash,kalabasa,dry,25.9,64.0,7.1,75.0,chemical,3,664.6,100,53,15,1,13,6,0.461
sponge_gourd,patola_ridged,dry,33.1,71.5,9.8,74.8,chemical,3,391.9,65,24,11,0,9,2,0.468
bitter_gourd,ampalaya_oblong,dry,30.9,61.6,9.4,76.1,chemical,3,312.0,49,68,18,0,18,7,0.373
bottle_gourd,upo_smooth,wet,31.5,71.6,5.9,74.1,mixed,4,720.2,100,58,22,1,19,12,0.565
sponge_gourd,patola,wet,28.4,77.2,6.2,74.0,organic,4,706.8,100,86,30,1,30,19,0.705
squash,kalabasa,dry,25.3,63.6,8.6,74.9,organic,4,855.8,100,58,20,0,16,10,0.528
bitter_gourd,ampalaya_bilog,dry,25.5,70.9,7.3,73.7,chemical,3,334.4,65,21,8,0,4,4,0.434
cucumber,pipino,wet,26.1,84.6,4.4,76.5,chemical,3,219.0,34,29,18,1,15,7,0.496
sponge_gourd,patola,wet,30.2,79.7,5.5,50.9,chemical,4,338.1,66,25,12,1,8,2,0.463
sponge_gourd,patola_ridged,wet,27.3,78.3,5.9,73.6,none,3,396.1,67,23,10,1,8,2,0.425
sponge_gourd,patola_ridged,wet,30.8,71.6,4.1,79.8,none,4,538.8,90,62,22,0,18,8,0.366
bottle_gourd,upo_smooth,wet,29.2,81.0,5.3,77.6,mixed,4,448.6,74,52,22,0,20,12,0.479
sponge_gourd,patola,wet,29.2,87.0,6.7,55.3,chemical,4,648.5,100,79,30,1,28,14,0.532
sponge_gourd,patola_ridged,dry,28.6,61.6,8.8,64.5,organic,4,539.0,90,72,28,1,28,19,0.64
bitter_gourd,ampalaya_oblong,wet,28.5,74.8,5.3,74.0,organic,4,696.9,100,106,30,0,29,17,0.611
bitter_gourd,ampalaya_bilog,wet,28.0,70.8,6.9,71.8,none,2,240.5,39,33,10,0,9,3,0.32
cucumber,pipino_japanese,wet,29.8,72.6,4.8,64.7,mixed,4,516.4,86,55,30,0,29,15,0.546
bottle_gourd,upo_smooth,wet,26.9,70.1,4.3,76.5,none,4,583.6,100,39,16,1,16,9,0.421
bitter_gourd,ampalaya_bilog,wet,27.9,70.5,4.1,74.8,mixed,4,335.9,54,19,5,0,5,4,0.616
bitter_gourd,ampalaya_oblong,wet,28.4,74.3,5.5,52.4,organic,3,274.9,52,36,10,0,10,5,0.606
sponge_gourd,patola_ridged,wet,30.3,71.7,5.5,50.7,chemical,4,566.1,88,39,15,1,13,5,0.513
bitter_gourd,ampalaya_bilog,wet,29.8,88.7,4.7,61.1,mixed,3,391.3,62,66,17,1,15,8,0.525
bottle_gourd,upo_round,wet,29.3,74.4,4.1,69.9,chemical,4,396.3,71,10,4,1,2,0,0.501
sponge_gourd,patola_ridged,dry,25.0,64.3,9.2,60.9,organic,4,280.3,35,30,11,1,9,5,0.629
cucumber,pipino_japanese,wet,31.6,73.8,4.9,61.7,none,3,152.4,23,12,6,0,6,0,0.3
bottle_gourd,upo_round,wet,27.7,88.5,6.0,65.1,organic,5,839.7,100,77,29,1,28,17,0.632
squash,kalabasa,wet,28.0,82.6,5.1,62.4,organic,4,863.5,100,81,30,1,28,17,0.642
sponge_gourd,patola_smooth,wet,30.3,89.4,4.5,50.5,mixed,4,582.3,100,54,18,1,16,7,0.592
cucumber,pipino_japanese,wet,30.4,88.4,6.9,74.1,chemical,3,279.4,44,30,17,1,17,8,0.395
bottle_gourd,upo_long,dry,25.8,58.1,7.5,58.4,none,3,330.7,57,33,12,1,9,3,0.361
bottle_gourd,upo_round,dry,30.2,63.9,7.7,50.9,mixed,4,635.5,100,51,16,1,13,9,0.547
bitter_gourd,ampalaya_hybrid,wet,26.9,75.1,6.2,68.9,mixed,4,227.2,37,19,5,0,2,2,0.549
squash,kalabasa_native,dry,32.5,62.9,10.0,74.2,mixed,3,442.7,76,85,23,0,22,8,0.419
cucumber,pipino,dry,28.1,64.9,8.5,64.9,organic,4,315.2,60,47,19,0,19,13,0.59
sponge_gourd,patola,dry,26.5,57.7,7.1,71.0,chemical,3,416.5,64,43,20,1,19,11,0.463
cucumber,pipino_native,wet,29.8,76.6,6.4,74.7,mixed,2,281.0,41,36,18,0,15,4,0.393
cucumber,pipino_japanese,wet,29.2,83.3,4.9,68.1,none,3,337.0,56,53,27,1,25,12,0.411
bitter_gourd,ampalaya_bilog,dry,34.9,70.4,9.2,70.4,none,3,257.9,40,17,5,1,1,0,0.442
squash,kalabasa_hybrid,wet,31.8,81.1,5.6,55.0,organic,4,538.5,91,85,23,0,19,8,0.497
bottle_gourd,upo_smooth,dry,28.1,56.1,9.9,61.8,chemical,3,439.4,72,16,6,0,3,0,0.385
sponge_gourd,patola,dry,31.7,58.0,7.2,55.0,chemical,3,340.3,61,44,17,1,17,8,0.381
sponge_gourd,patola_smooth,wet,31.8,88.0,5.5,65.4,organic,5,431.3,74,20,8,0,7,3,0.59
cucumber,pipino,dry,28.1,72.3,7.8,51.1,mixed,3,219.8,32,17,9,1,7,6,0.55
bottle_gourd,upo_round,dry,28.5,60.0,7.1,65.4,organic,4,652.9,100,45,13,1,10,4,0.612
cucumber,pipino_native,dry,31.8,63.2,7.0,79.7,none,5,290.7,47,17,7,0,7,5,0.433
bottle_gourd,upo_smooth,wet,31.2,86.0,6.0,72.6,chemical,4,954.9,100,76,30,0,29,12,0.428
squash,kalabasa,dry,30.9,58.4,9.5,79.4,none,3,367.6,68,23,8,0,8,2,0.353
sponge_gourd,patola_smooth,wet,28.2,84.3,6.5,70.6,chemical,4,621.8,98,66,30,0,29,17,0.538
squash,kalabasa,dry,31.5,73.3,8.5,76.1,chemical,4,365.5,70,53,15,1,11,4,0.503
squash,kalabasa_hybrid,dry,25.2,64.6,7.7,60.9,none,3,370.4,71,53,17,1,13,4,0.381
cucumber,pipino_japanese,dry,29.0,71.8,9.3,54.8,mixed,3,430.5,65,52,27,0,24,9,0.439
bitter_gourd,ampalaya_oblong,dry,26.3,74.9,8.7,57.9,mixed,4,761.0,100,101,28,1,26,13,0.559
bottle_gourd,upo_round,wet,30.4,89.1,4.4,56.5,mixed,4,456.5,74,49,15,0,11,5,0.513
squash,kalabasa,wet,27.4,86.4,6.0,72.3,organic,4,441.6,71,46,13,1,13,10,0.682
sponge_gourd,patola,wet,29.5,82.6,6.3,72.6,none,3,351.7,57,28,10,0,10,4,0.329
bottle_gourd,upo_round,dry,27.0,57.3,8.8,55.9,none,3,262.2,49,3,1,0,1,0,0.413
bitter_gourd,ampalaya_hybrid,dry,30.7,70.4,7.0,68.6,organic,4,561.8,95,102,30,1,27,18,0.672
bottle_gourd,upo_round,dry,26.3,72.6,7.7,72.7,organic,5,610.5,94,37,12,0,11,7,0.598
