plant_type,plant_age,temperature,humidity,sunlight_hours,soil_ph,soil_type,watering_frequency,fertilizer_type,fertilizer_frequency,pest_control,height,leaf_count,stem_thickness,health_rating,male_flowers,female_flowers
cucumber,36,17.2,65.3,6.6,6.2,loamy,5,chemical,2,as-needed,101.2,10,19.0,3,18,9
kalabasa,63,39.9,85.6,6.4,6.8,loamy,4,none,1,as-needed,366.6,14,22.7,5,24,8
upo_smooth,63,37.6,69.4,8.4,6.9,silty,6,chemical,3,regular,289.5,46,7.1,3,9,17
kalabasa,37,26.2,93.1,4.1,6.4,loamy,5,chemical,2,intensive,194.9,77,10.8,2,19,5
upo_smooth,44,27.8,74.0,6.6,6.3,loamy,6,organic,3,as-needed,298.2,79,24.0,3,34,21
kalabasa,41,36.3,67.4,7.5,6.5,loamy,2,organic,3,as-needed,315.9,47,18.4,3,29,10
upo_smooth,66,27.6,62.3,6.4,6.1,loamy,6,organic,4,regular,285.3,12,24.1,2,16,18
ampalaya_bilog,51,28.6,62.6,6.2,6.7,loamy,7,chemical,4,regular,146.6,72,8.7,3,23,10
kalabasa,55,28.1,75.7,7.9,6.6,clay,3,chemical,1,regular,189.7,57,6.4,3,23,8
upo_smooth,62,28.2,72.0,7.1,7.6,loamy,5,organic,1,regular,257.5,53,21.5,3,54,24
cucumber,42,25.0,77.7,7.4,6.6,clay,2,organic,1,as-needed,80.7,66,11.8,4,42,22
kalabasa,71,17.6,72.2,6.0,7.2,clay,6,mixed,3,regular,353.5,35,23.0,4,28,9
patola,53,26.2,77.5,7.1,7.5,sandy,4,none,3,regular,359.4,19,21.4,3,24,3
patola,63,29.2,72.2,7.6,6.2,clay,5,none,2,as-needed,330.0,26,14.1,2,11,8
patola,65,29.6,68.9,7.5,6.2,clay,4,chemical,2,none,153.7,38,12.1,5,37,15
upo_smooth,38,18.1,71.0,7.2,7.3,silty,5,chemical,4,regular,335.8,60,10.2,4,27,15
ampalaya_bilog,56,33.6,66.1,9.4,6.4,sandy,5,mixed,4,none,241.5,49,22.8,4,32,10
cucumber,52,27.3,70.0,7.8,6.8,loamy,7,organic,2,as-needed,202.2,21,12.9,2,23,13
patola,59,28.7,41.0,6.7,6.3,silty,5,none,4,as-needed,232.1,74,21.6,3,13,1
ampalaya_bilog,52,27.2,88.6,7.3,6.6,clay,5,chemical,3,regular,164.9,62,9.1,4,38,19
upo_smooth,96,25.5,42.9,7.6,6.7,loamy,6,organic,2,intensive,230.4,61,22.6,2,14,4
ampalaya_bilog,81,27.2,46.8,10.7,6.6,loamy,4,organic,1,regular,235.8,24,14.5,5,20,10
upo_smooth,36,25.5,72.9,7.7,6.4,loamy,2,organic,3,as-needed,267.7,29,10.5,2,19,19
ampalaya_bilog,25,35.8,60.4,4.3,7.7,sandy,3,organic,2,regular,142.4,21,9.7,3,12,6
upo_smooth,56,24.4,70.1,6.9,6.5,silty,2,mixed,2,regular,423.5,31,6.8,3,49,15
upo_smooth,55,30.7,69.1,9.3,6.1,loamy,5,organic,3,regular,176.1,73,13.8,4,48,27
kalabasa,80,24.5,62.1,7.6,6.5,loamy,2,chemical,3,as-needed,351.4,27,12.8,4,25,9
patola,80,29.9,50.4,6.0,6.6,loamy,3,none,2,regular,275.9,45,24.5,1,12,1
patola,81,24.2,62.7,6.2,6.0,silty,5,none,1,none,108.3,46,12.6,4,16,4
kalabasa,59,35.0,62.6,6.1,6.6,clay,5,chemical,2,regular,123.5,41,5.8,3,25,9
ampalaya_bilog,41,22.8,60.2,6.5,6.5,loamy,5,mixed,3,none,205.3,17,9.8,5,34,12
patola,57,25.4,75.0,7.5,6.5,loamy,7,organic,2,intensive,361.7,76,18.2,4,20,14
upo_smooth,47,27.6,93.6,6.7,6.7,loamy,6,chemical,1,none,368.0,25,22.8,2,26,11
patola,83,25.7,65.0,7.8,6.7,loamy,6,chemical,1,regular,361.1,49,20.2,4,21,15
kalabasa,61,26.1,59.6,7.6,7.9,loamy,3,mixed,2,regular,402.1,53,17.6,1,19,7
upo_smooth,39,27.0,77.8,6.9,6.7,silty,5,organic,2,regular,187.4,61,16.0,2,23,14
cucumber,55,27.1,75.2,9.6,6.2,loamy,3,organic,0,regular,125.8,55,10.9,3,38,23
cucumber,53,28.6,76.4,5.0,6.1,silty,4,mixed,2,intensive,154.6,67,20.0,5,36,23
patola,32,25.1,90.5,9.8,6.0,sandy,5,organic,3,intensive,259.7,76,8.0,3,16,10
ampalaya_bilog,56,20.5,75.3,10.2,6.6,sandy,5,mixed,4,as-needed,195.9,14,22.5,4,26,12
upo_smooth,68,33.2,73.0,6.6,6.4,silty,5,organic,1,none,178.4,44,11.9,3,38,12
ampalaya_bilog,58,26.2,76.5,7.6,6.1,clay,4,chemical,1,none,328.2,20,24.8,5,35,19
patola,63,25.8,83.7,6.8,6.3,loamy,2,chemical,3,none,207.4,43,20.5,4,18,11
patola,95,24.6,69.8,11.8,6.5,loamy,4,organic,3,none,324.2,50,15.0,5,14,9
patola,52,30.1,94.2,10.5,7.5,loamy,4,none,1,regular,318.9,73,7.4,2,1,11
kalabasa,81,33.3,75.0,7.5,6.2,silty,7,chemical,4,none,184.6,73,5.6,4,20,2
patola,68,38.9,62.2,7.5,6.3,silty,4,chemical,3,regular,251.7,19,19.2,5,23,11
cucumber,39,26.2,64.3,7.3,7.0,loamy,2,organic,2,regular,134.0,17,21.5,3,42,14
kalabasa,75,25.5,66.1,7.6,6.3,loamy,2,chemical,2,as-needed,394.4,16,24.0,2,23,5
cucumber,42,31.7,73.4,7.4,7.1,loamy,6,organic,0,regular,82.1,36,22.4,3,43,13
ampalaya_bilog,85,35.4,47.3,5.1,6.9,loamy,5,organic,3,as-needed,202.6,66,8.6,2,7,5
kalabasa,86,30.7,87.2,7.6,5.3,loamy,5,mixed,2,regular,522.5,13,11.4,3,21,9
upo_smooth,53,28.0,44.4,7.0,6.7,loamy,4,chemical,3,none,188.5,16,6.9,5,42,17
cucumber,70,15.6,66.4,7.0,6.7,loamy,6,chemical,1,none,235.7,42,14.9,5,23,9
kalabasa,59,33.9,51.5,8.1,6.0,loamy,2,chemical,2,as-needed,436.1,42,14.7,4,31,7
upo_smooth,59,25.1,85.2,9.4,5.1,loamy,4,organic,1,regular,366.4,67,21.8,3,39,24
patola,52,28.2,75.1,10.2,6.0,loamy,5,organic,1,none,360.5,13,12.3,3,22,12
ampalaya_bilog,42,23.6,75.2,6.8,6.4,loamy,5,chemical,0,as-needed,103.8,23,16.2,5,45,11
upo_smooth,57,26.3,60.9,9.9,6.3,loamy,4,chemical,3,none,323.3,32,16.7,3,26,14
cucumber,21,23.2,48.1,8.0,6.4,loamy,3,organic,2,regular,171.0,68,23.4,5,31,14
kalabasa,59,27.9,77.6,7.3,6.4,loamy,6,mixed,3,as-needed,255.6,74,7.5,4,40,9
upo_smooth,64,27.1,77.9,7.3,6.4,loamy,8,mixed,2,as-needed,361.7,45,24.9,4,42,16
patola,70,31.0,74.1,7.1,7.3,silty,3,chemical,2,as-needed,363.1,11,10.5,5,42,13
upo_smooth,59,29.4,73.3,6.6,6.3,loamy,4,mixed,2,regular,336.9,67,23.9,4,41,23
kalabasa,64,25.5,79.4,5.5,6.2,loamy,5,organic,2,none,251.3,26,19.6,2,22,11
patola,42,27.6,82.0,9.0,6.5,silty,2,none,3,as-needed,381.3,25,8.7,4,12,2
ampalaya_bilog,69,32.0,94.6,6.6,6.2,sandy,2,organic,3,regular,329.8,30,10.6,2,14,3
patola,31,29.3,77.4,8.5,6.0,loamy,5,organic,1,regular,265.2,32,20.3,4,22,5
upo_smooth,67,28.2,54.7,7.9,6.3,clay,7,chemical,2,regular,219.7,73,20.9,4,46,22
upo_smooth,106,24.8,68.2,6.0,6.5,loamy,2,chemical,1,as-needed,198.4,55,16.1,2,28,8
patola,89,27.8,79.9,9.8,6.4,silty,4,organic,3,none,334.3,51,8.3,3,17,5
kalabasa,104,21.8,69.1,3.6,6.6,loamy,3,organic,1,intensive,419.8,12,5.0,5,15,5
upo_smooth,51,26.3,72.4,6.3,7.8,sandy,3,organic,1,as-needed,157.6,19,21.0,4,54,23
cucumber,39,27.6,68.3,7.8,6.2,loamy,3,mixed,2,regular,242.8,62,10.2,1,19,7
patola,64,26.4,64.9,7.3,6.3,silty,4,organic,2,as-needed,221.3,18,6.3,3,19,12
patola,58,25.0,66.4,9.5,6.5,clay,3,chemical,1,as-needed,334.7,33,21.3,3,17,9
cucumber,61,35.2,67.1,7.9,5.1,sandy,3,mixed,1,regular,246.4,71,13.3,3,21,10
kalabasa,65,36.0,71.9,6.4,7.6,clay,5,organic,3,as-needed,490.2,39,6.1,4,16,10
cucumber,75,22.4,70.3,6.8,6.3,silty,6,organic,2,intensive,165.9,57,21.2,5,33,20
upo_smooth,62,16.4,78.1,7.7,5.0,loamy,3,organic,2,intensive,390.3,77,14.7,4,41,19
upo_smooth,64,16.0,82.1,11.8,6.7,clay,5,mixed,2,as-needed,189.6,20,20.8,2,8,1
ampalaya_bilog,60,28.2,71.2,5.4,5.9,clay,2,organic,3,regular,199.3,58,12.8,2,28,3
kalabasa,39,26.6,72.8,11.5,6.4,loamy,3,organic,2,as-needed,251.4,52,19.7,4,33,9
patola,60,28.2,93.1,7.5,5.7,sandy,5,organic,2,regular,337.5,19,23.4,1,13,4
kalabasa,46,33.7,69.9,6.0,6.0,silty,5,organic,0,none,230.2,37,17.0,3,36,7
patola,51,18.4,69.4,8.6,6.8,loamy,5,organic,2,none,149.5,21,17.7,4,16,11
ampalaya_bilog,58,27.5,67.8,11.6,6.7,loamy,3,mixed,2,as-needed,154.6,66,14.1,4,26,11
patola,31,38.1,65.6,5.0,6.4,silty,3,organic,3,as-needed,374.6,28,13.8,2,7,4
upo_smooth,47,33.6,72.0,10.3,6.8,silty,4,mixed,4,regular,226.7,62,10.4,4,42,17
cucumber,44,25.2,67.6,8.7,7.4,loamy,6,mixed,4,as-needed,73.7,57,10.7,2,28,12
patola,99,26.4,53.3,7.5,7.1,loamy,3,chemical,0,as-needed,149.3,75,19.0,3,13,9
upo_smooth,65,26.5,68.7,5.0,6.6,sandy,7,organic,2,regular,134.9,30,20.5,3,49,18
upo_smooth,71,39.0,62.2,7.5,6.3,clay,7,organic,1,intensive,271.1,38,12.1,3,24,18
ampalaya_bilog,25,39.4,66.5,11.3,6.2,clay,2,organic,1,as-needed,329.0,58,12.7,4,15,3
patola,59,26.5,67.3,6.6,6.1,clay,3,chemical,2,regular,336.8,24,18.5,2,15,7
upo_smooth,62,24.6,61.3,7.8,6.4,clay,4,organic,3,none,378.5,17,17.5,3,36,20
patola,60,26.2,63.1,6.6,6.8,clay,4,organic,1,regular,109.1,20,15.7,2,20,8
cucumber,50,25.8,68.0,11.8,6.9,clay,2,organic,2,as-needed,75.7,41,7.1,3,25,15
kalabasa,40,31.5,64.0,7.2,6.1,loamy,2,mixed,3,regular,411.8,17,13.1,4,47,9
kalabasa,25,27.6,60.4,7.0,5.6,sandy,3,mixed,3,intensive,186.7,48,23.6,4,19,6
patola,27,27.9,66.5,6.0,6.4,loamy,4,chemical,2,regular,159.1,70,12.3,3,21,8
ampalaya_bilog,36,29.5,69.9,7.7,6.2,loamy,5,chemical,3,as-needed,226.3,78,23.0,5,42,16
upo_smooth,62,28.9,88.7,4.2,7.1,silty,5,mixed,3,none,334.2,31,14.1,2,28,5
ampalaya_bilog,70,28.8,69.7,6.2,6.1,silty,4,organic,2,as-needed,272.0,62,17.2,2,25,10
upo_smooth,52,24.6,94.5,7.4,6.6,clay,5,mixed,2,regular,375.3,36,14.1,5,48,21
patola,64,18.6,60.6,7.4,7.4,sandy,2,none,1,as-needed,137.8,79,25.0,3,15,3
ampalaya_bilog,35,26.2,75.2,9.4,6.3,clay,4,chemical,1,regular,102.5,69,9.0,5,40,14
ampalaya_bilog,32,34.2,60.0,9.6,6.1,loamy,4,chemical,3,intensive,270.0,69,14.4,3,30,5
ampalaya_bilog,42,26.2,65.1,4.2,6.4,clay,3,chemical,3,as-needed,188.6,24,24.5,4,31,17
patola,46,29.4,43.9,6.8,6.6,clay,3,chemical,3,none,147.1,35,11.0,4,19,15
upo_smooth,52,29.2,69.4,7.9,6.1,loamy,8,organic,2,none,165.2,71,11.0,3,31,11
ampalaya_bilog,58,25.1,62.4,4.2,6.7,loamy,6,organic,2,intensive,270.0,66,7.7,2,18,12
patola,30,35.2,62.5,6.9,6.0,loamy,4,chemical,4,regular,169.6,54,11.9,4,14,6
ampalaya_bilog,81,27.9,62.1,6.5,6.3,loamy,7,chemical,2,regular,310.3,27,17.3,3,25,5
kalabasa,51,22.8,75.5,4.3,6.1,sandy,5,organic,0,none,533.0,13,13.9,3,28,7
patola,47,27.4,75.3,6.4,6.1,sandy,2,chemical,0,as-needed,381.1,65,20.0,3,23,16
kalabasa,50,31.7,71.9,7.1,5.8,silty,6,mixed,0,as-needed,147.2,67,8.5,3,30,10
patola,100,27.4,77.7,10.1,6.7,loamy,2,none,2,intensive,150.9,29,24.9,3,13,1
ampalaya_bilog,92,27.5,63.8,7.6,6.5,loamy,5,organic,3,regular,275.1,65,6.8,2,13,10
kalabasa,49,35.0,75.5,7.5,6.0,loamy,4,chemical,2,as-needed,375.0,66,14.0,4,34,11
patola,102,25.2,71.9,11.7,6.6,loamy,4,chemical,2,regular,351.4,21,7.3,4,4,8
kalabasa,36,24.4,69.6,5.2,6.4,clay,4,organic,1,none,326.6,43,6.5,2,11,4
cucumber,54,24.5,70.6,8.3,7.4,loamy,7,chemical,0,as-needed,174.2,74,13.6,4,30,16
patola,55,34.2,77.4,7.4,5.7,loamy,5,organic,2,intensive,251.6,79,22.3,4,40,11
kalabasa,58,31.8,87.0,11.9,5.9,clay,4,chemical,2,regular,474.1,30,22.5,5,35,17
ampalaya_bilog,75,29.4,79.0,7.1,6.7,loamy,6,organic,3,as-needed,114.3,37,22.6,5,37,15
kalabasa,53,25.5,77.4,6.4,6.6,clay,5,chemical,3,intensive,382.3,37,6.8,4,41,12
cucumber,87,38.0,74.7,6.6,6.5,clay,5,none,3,none,208.5,19,15.9,2,6,4
kalabasa,47,39.0,65.5,7.4,6.1,loamy,5,chemical,2,as-needed,308.0,39,22.5,5,24,5
cucumber,56,22.3,72.2,6.0,6.5,loamy,5,mixed,1,regular,209.1,38,15.8,4,46,27
kalabasa,65,34.9,82.5,8.5,6.2,clay,5,chemical,1,as-needed,450.7,69,5.5,2,14,6
ampalaya_bilog,48,26.3,76.2,7.4,6.3,clay,3,organic,1,as-needed,145.3,50,21.0,4,30,24
cucumber,40,24.6,50.6,7.3,6.0,loamy,6,organic,1,as-needed,161.3,79,12.1,5,41,25
cucumber,39,24.3,71.1,7.6,5.2,sandy,3,mixed,2,as-needed,174.3,63,7.8,3,38,16
cucumber,51,25.3,94.6,4.1,6.7,loamy,5,mixed,1,none,80.8,40,7.1,3,24,12
patola,67,15.8,43.0,7.4,6.2,clay,6,mixed,1,none,141.8,35,14.8,3,14,1
cucumber,38,26.9,60.1,6.4,7.8,loamy,6,organic,2,regular,150.6,53,22.3,2,30,12
upo_smooth,40,27.1,74.0,6.6,6.5,sandy,5,organic,2,as-needed,352.2,25,12.8,4,39,25
ampalaya_bilog,41,22.5,42.0,9.7,6.6,loamy,4,chemical,3,as-needed,119.2,48,11.5,3,20,14
upo_smooth,62,15.2,66.7,8.4,6.6,sandy,7,chemical,2,regular,436.5,79,17.2,4,20,15
patola,88,30.7,63.6,7.9,5.2,loamy,4,organic,3,as-needed,176.2,76,7.5,2,13,6
cucumber,40,21.2,60.6,7.7,7.6,loamy,3,chemical,0,none,158.0,12,14.9,4,35,18
patola,48,29.9,76.8,7.7,6.5,loamy,7,chemical,1,regular,212.3,56,24.9,1,3,1
ampalaya_bilog,50,29.4,63.9,7.6,6.4,silty,5,chemical,4,as-needed,130.4,33,8.3,3,28,19
ampalaya_bilog,50,31.8,67.6,6.7,6.2,loamy,7,organic,2,regular,323.0,78,16.6,1,13,8
ampalaya_bilog,47,26.4,73.7,7.5,6.5,loamy,7,organic,1,none,225.2,17,7.8,3,28,7
patola,47,28.7,48.0,6.0,6.1,loamy,3,organic,3,regular,194.3,27,9.3,4,22,14
kalabasa,60,27.9,66.0,11.4,6.2,clay,8,chemical,2,as-needed,397.3,58,24.9,3,17,2
patola,45,25.2,62.5,5.5,6.5,loamy,6,none,2,regular,122.9,20,22.9,2,9,7
patola,96,25.1,62.9,6.8,6.1,silty,7,organic,2,as-needed,190.2,75,19.4,5,23,12
cucumber,43,35.4,60.9,9.2,7.7,loamy,7,organic,2,regular,121.8,35,16.0,3,7,8
cucumber,38,25.8,61.6,6.7,6.1,loamy,2,organic,2,as-needed,263.9,15,21.5,3,32,14
kalabasa,43,31.4,67.2,9.1,6.8,sandy,5,organic,1,regular,456.3,77,6.7,3,28,14
patola,86,31.0,86.2,7.4,6.7,loamy,6,organic,3,intensive,291.2,78,9.4,4,22,7
upo_smooth,65,27.8,61.2,6.6,6.3,silty,8,chemical,2,as-needed,141.5,50,12.2,3,30,22
upo_smooth,80,29.8,78.9,6.7,6.5,clay,5,organic,2,none,415.8,16,16.6,5,50,17
ampalaya_bilog,87,26.8,63.1,9.5,5.9,loamy,3,organic,2,as-needed,115.4,75,5.9,4,25,10
kalabasa,52,17.4,61.3,7.4,6.5,clay,2,mixed,2,as-needed,172.2,78,16.6,4,20,12
cucumber,46,20.2,69.7,5.7,6.8,loamy,7,organic,2,none,124.1,27,13.0,3,20,15
ampalaya_bilog,46,28.0,55.1,6.8,6.8,loamy,3,mixed,2,as-needed,311.2,63,19.6,4,34,16
kalabasa,100,31.0,69.6,6.4,6.4,loamy,2,chemical,3,regular,287.5,22,23.9,3,27,1
ampalaya_bilog,67,17.2,42.4,8.7,5.0,silty,6,mixed,3,regular,115.1,37,19.5,3,17,1
cucumber,34,22.1,61.6,7.0,6.5,silty,5,organic,2,as-needed,262.2,51,5.7,2,32,14
cucumber,43,22.4,58.5,9.7,6.7,silty,7,mixed,3,as-needed,65.8,17,15.6,3,29,19
patola,51,18.0,78.4,7.8,6.6,silty,5,organic,2,regular,166.2,26,18.1,4,26,13
cucumber,33,22.6,48.3,7.6,7.5,clay,2,organic,0,regular,180.6,35,6.8,3,25,13
upo_smooth,69,24.6,73.4,7.8,6.2,clay,3,organic,1,regular,269.9,54,18.6,4,60,25
cucumber,37,22.0,68.7,6.8,6.3,silty,4,chemical,2,regular,125.9,54,7.8,5,47,25
ampalaya_bilog,55,28.5,62.5,7.0,6.6,sandy,3,none,2,as-needed,298.1,62,6.7,4,19,14
patola,31,26.2,73.5,10.9,5.9,silty,5,organic,3,regular,266.8,72,6.9,3,15,12
cucumber,32,26.0,78.2,6.6,5.6,loamy,4,organic,3,intensive,148.6,74,13.4,3,37,20
patola,82,30.8,74.2,7.8,6.5,loamy,4,organic,2,regular,250.6,61,15.6,2,20,6
kalabasa,33,25.9,49.6,6.1,6.3,clay,2,organic,3,intensive,482.1,18,9.0,2,17,5
cucumber,29,24.6,74.5,3.6,6.4,loamy,6,none,4,intensive,81.3,34,16.8,3,1,4
patola,61,30.1,60.0,7.1,5.7,clay,2,mixed,3,as-needed,356.1,58,13.5,2,20,4
kalabasa,20,33.7,71.8,6.8,6.8,sandy,7,mixed,2,as-needed,300.9,69,8.0,4,19,3
kalabasa,22,28.9,48.3,7.8,6.2,clay,2,chemical,3,none,293.5,18,21.4,4,19,5
patola,45,30.0,60.1,4.6,6.8,loamy,4,organic,2,none,372.8,45,19.7,3,21,14
cucumber,49,27.9,78.1,7.7,6.8,sandy,4,chemical,1,intensive,78.9,39,8.7,4,44,24
patola,73,25.6,63.5,7.5,6.3,silty,6,none,3,intensive,368.3,68,17.6,3,20,9
kalabasa,83,26.6,77.5,6.4,6.4,clay,7,organic,2,intensive,377.6,69,22.8,2,20,6
ampalaya_bilog,55,26.0,43.2,6.6,5.6,loamy,5,organic,2,regular,179.7,50,15.0,2,23,10
upo_smooth,42,24.0,69.9,6.8,5.0,loamy,3,none,3,none,263.7,39,8.6,5,34,12
kalabasa,56,15.9,65.1,7.1,6.0,loamy,5,organic,1,none,513.4,35,13.2,1,8,3
kalabasa,41,27.4,66.9,11.1,7.0,clay,5,chemical,1,regular,363.7,73,22.4,1,11,4
upo_smooth,107,25.2,69.2,6.3,6.1,loamy,5,chemical,2,regular,354.3,72,13.3,4,46,17
upo_smooth,57,31.8,64.0,7.4,7.1,clay,6,organic,4,as-needed,312.2,56,13.4,3,39,20
patola,65,25.4,69.9,7.6,6.0,sandy,2,none,2,as-needed,125.0,28,9.9,3,23,9
ampalaya_bilog,36,29.9,72.3,10.9,6.5,loamy,2,chemical,3,none,242.1,30,20.3,3,19,4
upo_smooth,91,29.0,73.2,6.6,6.3,silty,6,chemical,4,intensive,416.9,25,19.4,4,30,21
ampalaya_bilog,88,24.7,60.9,7.1,6.7,sandy,6,organic,2,as-needed,186.0,20,15.1,4,22,2
patola,28,28.6,74.0,7.3,7.0,loamy,4,chemical,2,regular,303.3,16,12.7,3,26,5
ampalaya_bilog,80,25.0,93.8,9.0,6.4,loamy,5,chemical,3,regular,324.1,50,11.8,4,20,7
kalabasa,102,28.0,70.9,7.1,6.1,loamy,5,mixed,3,as-needed,467.3,40,15.0,3,20,6
kalabasa,46,24.5,69.1,7.0,6.4,clay,5,organic,4,regular,346.4,43,17.3,3,28,7
kalabasa,38,36.1,65.4,8.7,6.5,loamy,6,mixed,0,none,530.2,48,6.8,3,24,7
ampalaya_bilog,24,28.9,47.9,6.6,6.5,loamy,4,chemical,0,regular,305.0,14,7.8,4,11,5
patola,69,39.6,79.2,7.6,7.0,silty,5,organic,2,regular,321.2,46,9.3,5,21,12
ampalaya_bilog,47,27.2,78.9,4.1,7.7,loamy,4,mixed,3,regular,310.5,27,20.1,3,32,17
ampalaya_bilog,48,29.0,68.5,7.2,6.7,sandy,7,mixed,1,as-needed,213.0,64,9.4,2,30,11
upo_smooth,30,32.0,71.2,7.8,6.7,clay,6,chemical,3,as-needed,156.7,68,15.0,2,23,12
patola,64,26.6,62.7,6.4,6.6,clay,4,mixed,3,regular,157.5,73,15.5,3,31,15
kalabasa,70,29.2,89.8,7.4,8.0,silty,4,none,2,as-needed,374.9,79,20.1,3,21,5
kalabasa,47,38.4,89.4,6.7,6.2,sandy,4,mixed,3,none,537.0,42,8.6,5,17,9
cucumber,57,22.8,75.0,3.7,6.1,loamy,5,organic,3,none,134.0,13,19.1,5,15,8
patola,52,31.2,67.0,11.0,5.5,sandy,7,none,0,as-needed,185.3,49,24.2,3,16,3
ampalaya_bilog,47,25.6,77.5,9.6,6.5,clay,5,chemical,0,as-needed,221.0,42,23.0,5,33,21
ampalaya_bilog,52,29.4,76.1,6.6,6.2,loamy,5,organic,4,regular,287.4,19,22.2,5,56,21
patola,68,26.3,93.8,7.6,7.3,sandy,2,mixed,2,as-needed,313.1,18,10.7,4,26,5
kalabasa,72,36.9,48.2,7.8,6.8,sandy,3,chemical,2,regular,149.0,54,23.6,3,9,8
cucumber,80,25.3,44.3,6.6,5.6,clay,2,organic,1,regular,231.8,49,17.3,4,20,12
kalabasa,21,28.8,68.1,7.3,6.0,sandy,6,mixed,1,regular,147.6,63,11.1,3,23,8
cucumber,50,27.4,77.5,6.9,6.1,silty,4,mixed,0,as-needed,182.8,32,8.9,2,16,15
patola,34,27.4,85.1,7.9,6.8,sandy,5,organic,2,as-needed,121.3,59,24.3,3,22,9
patola,79,18.4,60.7,5.9,6.8,sandy,3,organic,2,none,375.4,49,21.3,4,18,6
kalabasa,27,26.3,87.6,5.4,6.7,silty,2,organic,2,none,154.6,35,23.4,3,20,9
cucumber,34,15.7,79.5,6.7,5.3,sandy,4,chemical,2,as-needed,207.3,38,20.5,4,32,17
cucumber,35,20.7,54.2,7.7,7.0,loamy,4,organic,3,regular,197.7,18,7.4,3,31,22
patola,34,29.8,42.6,6.1,6.5,loamy,4,chemical,4,intensive,127.3,15,17.0,3,20,10
ampalaya_bilog,83,25.5,61.3,7.6,6.9,clay,5,organic,2,as-needed,166.4,26,16.1,2,16,10
ampalaya_bilog,40,36.5,83.2,6.2,6.4,silty,3,chemical,2,intensive,169.2,77,23.0,3,18,3
kalabasa,57,23.9,68.3,6.2,6.8,silty,5,organic,1,regular,421.9,69,24.7,2,19,3
cucumber,76,25.2,49.9,8.7,6.7,clay,6,mixed,4,regular,108.2,17,24.9,3,19,8
ampalaya_bilog,40,26.5,65.9,9.7,7.7,silty,5,chemical,3,as-needed,109.0,26,20.9,1,12,9
cucumber,27,35.8,66.0,6.1,6.1,loamy,6,chemical,2,as-needed,203.6,19,24.3,3,19,9
kalabasa,60,31.9,67.4,7.8,6.3,loamy,4,organic,2,as-needed,407.3,63,16.8,3,29,13
upo_smooth,73,15.2,65.8,7.1,6.6,clay,2,chemical,2,regular,314.8,10,18.3,5,37,9
upo_smooth,36,18.8,75.9,7.8,6.0,loamy,4,organic,0,none,376.6,73,8.0,3,23,9
cucumber,64,32.8,66.8,3.3,6.7,silty,5,chemical,3,as-needed,73.5,62,10.7,3,22,8
patola,40,32.7,76.2,5.4,7.7,sandy,8,organic,2,regular,366.0,32,11.6,4,15,10
patola,45,29.6,76.3,6.7,6.7,loamy,5,organic,3,as-needed,339.5,78,20.3,3,35,14
kalabasa,47,27.1,63.6,11.8,6.3,sandy,7,none,0,as-needed,440.5,69,16.7,3,13,10
upo_smooth,65,39.0,55.5,3.9,6.4,loamy,5,none,2,intensive,265.6,17,6.7,3,5,7
cucumber,55,21.7,64.7,6.7,7.7,loamy,2,organic,4,as-needed,137.2,32,13.3,3,36,22
upo_smooth,66,25.4,48.4,6.2,6.3,loamy,5,chemical,2,as-needed,278.2,65,17.9,1,15,6
kalabasa,60,25.0,87.2,6.3,6.7,loamy,2,chemical,2,as-needed,140.7,19,17.0,4,32,6
kalabasa,69,19.5,78.0,11.8,6.9,loamy,2,chemical,3,none,335.8,61,20.9,4,16,2
cucumber,28,22.3,63.2,7.4,7.0,loamy,3,chemical,3,intensive,178.3,49,14.3,3,26,13
upo_smooth,35,24.9,56.0,9.4,6.5,loamy,5,organic,1,as-needed,331.1,13,10.9,4,40,18
patola,103,28.2,64.2,7.6,6.3,silty,4,none,2,as-needed,150.6,75,17.7,5,12,7
upo_smooth,57,24.8,50.4,3.4,6.6,sandy,5,chemical,0,none,300.2,36,19.0,4,17,6
ampalaya_bilog,95,17.2,40.9,6.5,6.8,silty,3,chemical,1,intensive,160.0,71,10.7,4,11,2
patola,54,37.2,78.1,6.3,5.5,loamy,4,organic,2,as-needed,261.8,39,13.7,3,18,8
kalabasa,30,24.0,74.6,6.9,5.8,loamy,5,chemical,3,none,546.6,75,8.0,1,16,5
ampalaya_bilog,23,25.8,61.9,7.3,6.5,sandy,5,organic,4,regular,323.4,12,10.7,2,11,10
ampalaya_bilog,35,26.9,60.6,7.5,6.7,clay,7,organic,2,none,91.7,26,7.0,3,18,12
kalabasa,48,29.4,81.1,6.4,5.2,loamy,5,none,1,as-needed,200.6,17,8.7,5,24,11
kalabasa,93,26.0,58.3,6.6,6.6,silty,4,organic,0,as-needed,228.6,75,17.8,5,23,6
ampalaya_bilog,25,29.1,75.5,6.1,7.9,clay,7,organic,2,regular,166.2,69,23.9,5,25,17
kalabasa,59,18.9,40.7,6.2,6.3,loamy,4,none,2,regular,381.3,48,14.1,4,13,1
kalabasa,44,33.9,74.6,10.9,6.5,loamy,6,mixed,2,regular,485.8,57,8.9,3,20,14
patola,66,25.1,64.5,6.7,6.1,loamy,7,chemical,1,as-needed,225.8,16,22.7,3,12,10
cucumber,59,31.0,79.4,7.9,6.7,silty,2,mixed,2,as-needed,228.0,27,5.6,3,35,14
kalabasa,89,28.1,66.2,6.1,6.7,loamy,5,chemical,3,as-needed,441.6,26,17.0,2,11,8
